Timestamp;W;A;D;Space;HP;Death;EnemiesVisible;Checkpoint;X;Y
13,99;0;0;0;0;85;0;0;0;-8,00;-6,18
13,99;0;0;0;0;85;0;0;0;-8,00;-6,18
14,01;0;0;0;0;85;0;0;0;-8,00;-6,18
14,01;0;0;0;0;85;0;0;0;-8,00;-6,18
14,02;0;0;0;0;85;0;0;0;-8,00;-6,18
14,02;0;0;0;0;85;0;0;0;-8,00;-6,18
14,02;0;0;0;0;85;0;0;0;-8,00;-6,18
14,02;0;0;0;0;85;0;0;0;-8,00;-6,18
14,02;0;0;0;0;85;0;0;0;-8,00;-6,18
14,03;0;0;0;0;85;0;0;0;-8,00;-6,18
14,03;0;0;0;0;85;0;0;0;-8,00;-6,18
14,03;0;0;0;0;85;0;0;0;-8,00;-6,18
14,03;0;0;0;0;85;0;0;0;-8,00;-6,18
14,04;0;0;0;0;85;0;0;0;-8,00;-6,18
14,04;0;0;0;0;85;0;0;0;-8,00;-6,18
14,04;0;0;0;0;85;0;0;0;-8,00;-6,18
14,04;0;0;0;0;85;0;0;0;-8,00;-6,18
14,05;0;0;0;0;85;0;0;0;-8,00;-6,18
14,05;0;0;0;0;85;0;0;0;-8,00;-6,18
14,05;0;0;0;0;85;0;0;0;-8,00;-6,18
14,05;0;0;0;0;85;0;0;0;-8,00;-6,18
14,05;0;0;0;0;85;0;0;0;-8,00;-6,18
14,06;0;0;0;0;85;0;0;0;-8,00;-6,18
14,06;0;0;0;0;85;0;0;0;-8,00;-6,18
14,06;0;0;0;0;85;0;0;0;-8,00;-6,18
14,07;0;0;0;0;85;0;0;0;-8,00;-6,18
14,07;0;0;0;0;85;0;0;0;-8,00;-6,18
14,07;0;0;0;0;85;0;0;0;-8,00;-6,18
14,07;0;0;0;0;85;0;0;0;-8,00;-6,18
14,08;0;0;0;0;85;0;0;0;-8,00;-6,18
14,08;0;0;0;0;85;0;0;0;-8,00;-6,18
14,08;0;0;0;0;85;0;0;0;-8,00;-6,18
14,08;0;0;0;0;85;0;0;0;-8,00;-6,18
14,09;0;0;0;0;85;0;0;0;-8,00;-6,18
14,09;0;0;0;0;85;0;0;0;-8,00;-6,18
14,09;0;0;0;0;85;0;0;0;-8,00;-6,18
14,09;0;0;0;0;85;0;0;0;-8,00;-6,18
